Date_,Year_,Month_,Day_,Mean_temp,Total_Precip,Season,Rain,Snow
1940-04-01,1940,4,1,4.1,50.8,Spring,Yes,Yes
1939-04-01,1939,4,1,4.1,90.2,Spring,Yes,Yes
1938-04-01,1938,4,1,7.6,33.3,Spring,Yes,Yes
2018-05-31,"2,018",5,31,26,10,Spring,Yes,No
2018-05-30,"2,018",5,30,24,0,Spring,No,No
2018-05-29,"2,018",5,29,23,0,Spring,No,No
2018-05-28,"2,018",5,28,23,0,Spring,No,No
2018-05-27,"2,018",5,27,22,0,Spring,No,No
2018-05-26,"2,018",5,26,22,0,Spring,No,No
2018-05-25,"2,018",5,25,23,0,Spring,No,No
2018-05-24,"2,018",5,24,20,0,Spring,No,No
2018-05-23,"2,018",5,23,18,0,Spring,No,No
2018-05-22,"2,018",5,22,14,9,Spring,Yes,No
2018-05-21,"2,018",5,21,14,0,Spring,No,No
2018-05-20,"2,018",5,20,15,0,Spring,No,No
2018-05-19,"2,018",5,19,13,8,Spring,Yes,No
2018-05-18,"2,018",5,18,13,0,Spring,No,No
2018-05-17,"2,018",5,17,18,0,Spring,No,No
2018-05-16,"2,018",5,16,14,0,Spring,No,No
2018-05-15,"2,018",5,15,16,19,Spring,Yes,No
2018-05-14,"2,018",5,14,17,0,Spring,No,No
2018-05-13,"2,018",5,13,13,0,Spring,No,No
2018-05-12,"2,018",5,12,11,0,Spring,No,No
2018-05-11,"2,018",5,11,8,0,Spring,No,No
2018-05-10,"2,018",5,10,13,2,Spring,Yes,No
2018-05-09,"2,018",5,9,16,0,Spring,No,No
2018-05-08,"2,018",5,8,13,0,Spring,No,No
2018-05-07,"2,018",5,7,13,0,Spring,No,No
2018-05-06,"2,018",5,6,15,1,Spring,Yes,No
2018-05-05,"2,018",5,5,16,2,Spring,Yes,No
2018-05-04,"2,018",5,4,17,8,Spring,Yes,No
2018-05-03,"2,018",5,3,16,7,Spring,Yes,No
2018-05-02,"2,018",5,2,23,0,Spring,No,No
2018-05-01,"2,018",5,1,18,0,Spring,No,No
2017-05-31,"2,017",5,31,17,0,Spring,No,No
2017-05-30,"2,017",5,30,18,10,Spring,Yes,No
2017-05-29,"2,017",5,29,20,1,Spring,Yes,No
2017-05-28,"2,017",5,28,16,0,Spring,No,No
2017-05-27,"2,017",5,27,16,0,Spring,No,No
2017-05-26,"2,017",5,26,15,4,Spring,Yes,No
2017-05-25,"2,017",5,25,13,45,Spring,Yes,No
2017-05-24,"2,017",5,24,18,1,Spring,Yes,No
2017-05-23,"2,017",5,23,16,0,Spring,No,No
2017-05-22,"2,017",5,22,14,0,Spring,No,No
2017-05-21,"2,017",5,21,12,12,Spring,Yes,No
2017-05-20,"2,017",5,20,12,0,Spring,No,No
2017-05-19,"2,017",5,19,13,0,Spring,No,No
2017-05-18,"2,017",5,18,23,2,Spring,Yes,No
2017-05-17,"2,017",5,17,20,0,Spring,No,No
2017-05-16,"2,017",5,16,12,1,Spring,Yes,No
2017-05-15,"2,017",5,15,13,0,Spring,No,No
2017-05-14,"2,017",5,14,12,1,Spring,Yes,No
2017-05-13,"2,017",5,13,12,1,Spring,Yes,No
2017-05-12,"2,017",5,12,10,0,Spring,No,No
2017-05-11,"2,017",5,11,10,0,Spring,No,No
2017-05-10,"2,017",5,10,8,0,Spring,No,No
2017-05-09,"2,017",5,9,7,0,Spring,No,No
2017-05-08,"2,017",5,8,7,0,Spring,No,No
2017-05-07,"2,017",5,7,7,0,Spring,No,No
2017-05-06,"2,017",5,6,6,1,Spring,Yes,No
2017-05-05,"2,017",5,5,8,22,Spring,Yes,No
2017-05-04,"2,017",5,4,8,20,Spring,Yes,No
2017-05-03,"2,017",5,3,10,0,Spring,No,No
2017-05-02,"2,017",5,2,9,1,Spring,Yes,No
2017-05-01,"2,017",5,1,10,19,Spring,Yes,No
2016-05-31,"2,016",5,31,20,0,Spring,No,No
2016-05-30,"2,016",5,30,22,0,Spring,No,No
2016-05-29,"2,016",5,29,26,0,Spring,No,No
2016-05-28,"2,016",5,28,25,0,Spring,No,No
2016-05-27,"2,016",5,27,23,0,Spring,No,No
2016-05-26,"2,016",5,26,21,2,Spring,Yes,No
2016-05-25,"2,016",5,25,23,0,Spring,No,No
2016-05-24,"2,016",5,24,21,0,Spring,No,No
2016-05-23,"2,016",5,23,18,0,Spring,No,No
2016-05-22,"2,016",5,22,18,0,Spring,No,No
2016-05-21,"2,016",5,21,18,0,Spring,No,No
2016-05-20,"2,016",5,20,15,0,Spring,No,No
2016-05-19,"2,016",5,19,15,0,Spring,No,No
2016-05-18,"2,016",5,18,10,0,Spring,No,No
2016-05-17,"2,016",5,17,10,0,Spring,No,No
2016-05-16,"2,016",5,16,9,2,Spring,Yes,No
2016-05-15,"2,016",5,15,5,1,Spring,Yes,No
2016-05-14,"2,016",5,14,8,5,Spring,Yes,No
2016-05-13,"2,016",5,13,17,8,Spring,Yes,No
2016-05-12,"2,016",5,12,14,7,Spring,Yes,No
2016-05-11,"2,016",5,11,11,0,Spring,No,No
2016-05-10,"2,016",5,10,10,0,Spring,No,No
2016-05-09,"2,016",5,9,9,0,Spring,No,No
2016-05-08,"2,016",5,8,10,2,Spring,Yes,No
2016-05-07,"2,016",5,7,12,0,Spring,No,No
2016-05-06,"2,016",5,6,15,0,Spring,No,No
2016-05-05,"2,016",5,5,12,0,Spring,No,No
2016-05-04,"2,016",5,4,11,0,Spring,No,No
2016-05-03,"2,016",5,3,9,0,Spring,No,No
2016-05-02,"2,016",5,2,10,1,Spring,Yes,No
2016-05-01,"2,016",5,1,9,6,Spring,Yes,No
2015-05-31,"2,015",5,31,9,20,Spring,Yes,No
2015-05-30,"2,015",5,30,20,23,Spring,Yes,No
2015-05-29,"2,015",5,29,21,0,Spring,No,No
2015-05-28,"2,015",5,28,21,0,Spring,No,No
2015-05-27,"2,015",5,27,23,0,Spring,No,No
2015-05-26,"2,015",5,26,24,0,Spring,No,No
2015-05-25,"2,015",5,25,23,0,Spring,No,No
2015-05-24,"2,015",5,24,20,0,Spring,No,No
2015-05-23,"2,015",5,23,12,0,Spring,No,No
2015-05-22,"2,015",5,22,10,0,Spring,No,No
2015-05-21,"2,015",5,21,14,0,Spring,No,No
2015-05-20,"2,015",5,20,10,0,Spring,No,No
2015-05-19,"2,015",5,19,12,0,Spring,No,No
2015-05-18,"2,015",5,18,21,0,Spring,No,No
2015-05-17,"2,015",5,17,18,0,Spring,No,No
2015-05-16,"2,015",5,16,19,0,Spring,No,No
2015-05-15,"2,015",5,15,12,0,Spring,No,No
2015-05-14,"2,015",5,14,10,0,Spring,No,No
2015-05-13,"2,015",5,13,9,0,Spring,No,No
2015-05-12,"2,015",5,12,12,0,Spring,No,No
2015-05-11,"2,015",5,11,16,6,Spring,Yes,No
2015-05-10,"2,015",5,10,21,2,Spring,Yes,No
2015-05-09,"2,015",5,9,20,10,Spring,Yes,No
2015-05-08,"2,015",5,8,18,0,Spring,No,No
2015-05-07,"2,015",5,7,17,0,Spring,No,No
2015-05-06,"2,015",5,6,15,0,Spring,No,No
2015-05-05,"2,015",5,5,12,0,Spring,No,No
2015-05-04,"2,015",5,4,17,0,Spring,No,No
2015-05-03,"2,015",5,3,17,0,Spring,No,No
2015-05-02,"2,015",5,2,15,0,Spring,No,No
2015-05-01,"2,015",5,1,15,0,Spring,No,No
2014-05-31,"2,014",5,31,17,0,Spring,No,No
2014-05-30,"2,014",5,30,18,0,Spring,No,No
2014-05-29,"2,014",5,29,16,0,Spring,No,No
2014-05-28,"2,014",5,28,15,0,Spring,No,No
2014-05-27,"2,014",5,27,23,10,Spring,Yes,No
2014-05-26,"2,014",5,26,23,0,Spring,No,No
2014-05-25,"2,014",5,25,19,0,Spring,No,No
2014-05-24,"2,014",5,24,18,0,Spring,No,No
2014-05-23,"2,014",5,23,14,0,Spring,No,No
2014-05-22,"2,014",5,22,16,0,Spring,No,No
2014-05-21,"2,014",5,21,16,0,Spring,No,No
2014-05-20,"2,014",5,20,14,1,Spring,Yes,No
2014-05-19,"2,014",5,19,15,0,Spring,No,No
2014-05-18,"2,014",5,18,10,1,Spring,Yes,No
2014-05-17,"2,014",5,17,8,0,Spring,No,No
2014-05-16,"2,014",5,16,9,4,Spring,Yes,No
2014-05-15,"2,014",5,15,15,13,Spring,Yes,No
2014-05-14,"2,014",5,14,15,12,Spring,Yes,No
2014-05-13,"2,014",5,13,17,5,Spring,Yes,No
2014-05-12,"2,014",5,12,17,0,Spring,No,No
2014-05-11,"2,014",5,11,15,0,Spring,No,No
2014-05-10,"2,014",5,10,14,0,Spring,No,No
2014-05-09,"2,014",5,9,16,1,Spring,Yes,No
2014-05-08,"2,014",5,8,14,0,Spring,No,No
2014-05-07,"2,014",5,7,9,0,Spring,No,No
2014-05-06,"2,014",5,6,10,0,Spring,No,No
2014-05-05,"2,014",5,5,9,0,Spring,No,No
2014-05-04,"2,014",5,4,9,0,Spring,No,No
2014-05-03,"2,014",5,3,10,5,Spring,Yes,No
2014-05-02,"2,014",5,2,10,1,Spring,Yes,No
2014-05-01,"2,014",5,1,11,3,Spring,Yes,No
2013-05-01,2013,5,1,15.2,76.2,Spring,Yes,Yes
2012-05-01,2012,5,1,16.6,44.4,Spring,Yes,No
2011-05-01,2011,5,1,14.1,142,Spring,Yes,No
2010-05-01,2010,5,1,16,51,Spring,Yes,No
2009-05-01,2009,5,1,13.1,60.8,Spring,Yes,No
2008-05-01,2008,5,1,11.8,68.8,Spring,Yes,No
2007-05-01,2007,5,1,14.3,73.6,Spring,Yes,No
2006-05-01,2006,5,1,14.4,82,Spring,Yes,No
2005-05-01,2005,5,1,11.9,14.4,Spring,Yes,No
2004-05-01,2004,5,1,13.2,98.8,Spring,Yes,No
2003-05-01,2003,5,1,12.3,152.8,Spring,Yes,No
2002-05-01,2002,5,1,10.9,80.7,Spring,Yes,No
2001-05-01,2001,5,1,14.8,92.2,Spring,Yes,No
2000-05-01,2000,5,1,14.3,124.4,Spring,Yes,No
1999-05-01,1999,5,1,15.5,39,Spring,Yes,No
1998-05-01,1998,5,1,17,71.8,Spring,Yes,No
1997-05-01,1997,5,1,9.6,65.4,Spring,Yes,No
1996-05-01,1996,5,1,11.6,90.6,Spring,Yes,No
1995-05-01,1995,5,1,13.3,87,Spring,Yes,No
1994-05-01,1994,5,1,11.8,78.8,Spring,Yes,No
1993-05-01,1993,5,1,12.1,51.6,Spring,Yes,No
1992-05-01,1992,5,1,12.3,69.7,Spring,Yes,No
1991-05-01,1991,5,1,16.3,83.6,Spring,Yes,No
1990-05-01,1990,5,1,11.6,86.6,Spring,Yes,No
1989-05-01,1989,5,1,13,79.2,Spring,Yes,Yes
1988-05-01,1988,5,1,13.9,39.6,Spring,Yes,No
1987-05-01,1987,5,1,14.7,29.6,Spring,Yes,No
1986-05-01,1986,5,1,14.3,75.2,Spring,Yes,No
1985-05-01,1985,5,1,13.1,75.9,Spring,Yes,No
1984-05-01,1984,5,1,10.3,102.8,Spring,Yes,No
1983-05-01,1983,5,1,10.1,99.5,Spring,Yes,No
1982-05-01,1982,5,1,14.3,45.1,Spring,Yes,No
1981-05-01,1981,5,1,11.8,58.1,Spring,Yes,No
1980-05-01,1980,5,1,13.8,48.7,Spring,Yes,No
1979-05-01,1979,5,1,11.4,99.2,Spring,Yes,No
1978-05-01,1978,5,1,13.2,68.2,Spring,Yes,No
1977-05-01,1977,5,1,14.5,28.3,Spring,Yes,No
1976-05-01,1976,5,1,10.6,114.6,Spring,Yes,Yes
1975-05-01,1975,5,1,15.5,64.3,Spring,Yes,No
1974-05-01,1974,5,1,9.9,140,Spring,Yes,No
1973-05-01,1973,5,1,10.9,87.9,Spring,Yes,No
1972-05-01,1972,5,1,13,35.3,Spring,Yes,No
1971-05-01,1971,5,1,11.6,34.8,Spring,Yes,No
1970-05-01,1970,5,1,12,56.6,Spring,Yes,No
1969-05-01,1969,5,1,11.2,75.4,Spring,Yes,No
1968-05-01,1968,5,1,9.7,101.3,Spring,Yes,No
1967-05-01,1967,5,1,8.5,49,Spring,Yes,Yes
1966-05-01,1966,5,1,9.4,47.2,Spring,Yes,Yes
1965-05-01,1965,5,1,13.3,46.5,Spring,Yes,No
1964-05-01,1964,5,1,13.8,41.4,Spring,Yes,No
1963-05-01,1963,5,1,12,72.6,Spring,Yes,No
1962-05-01,1962,5,1,15.9,11.7,Spring,Yes,No
1961-05-01,1961,5,1,11.7,64,Spring,Yes,Yes
1960-05-01,1960,5,1,13.6,116.8,Spring,Yes,No
1959-05-01,1959,5,1,14.2,41.4,Spring,Yes,Yes
1958-05-01,1958,5,1,12,23.9,Spring,Yes,No
1957-05-01,1957,5,1,11.8,72.1,Spring,Yes,No
1956-05-01,1956,5,1,10.1,114,Spring,Yes,No
1955-05-01,1955,5,1,14.6,59.7,Spring,Yes,No
1954-05-01,1954,5,1,11.3,19.3,Spring,Yes,No
1953-05-01,1953,5,1,13,136.1,Spring,Yes,No
1952-05-01,1952,5,1,11.5,72.6,Spring,Yes,No
1951-05-01,1951,5,1,13.7,36.8,Spring,Yes,No
1950-05-01,1950,5,1,12.3,20.1,Spring,Yes,No
1949-05-01,1949,5,1,13.9,9.4,Spring,Yes,No
1948-05-01,1948,5,1,11.2,62.7,Spring,Yes,No
1947-05-01,1947,5,1,10.7,84.8,Spring,Yes,No
1946-05-01,1946,5,1,11.6,95.5,Spring,Yes,No
1945-05-01,1945,5,1,9.4,145,Spring,Yes,No
1944-05-01,1944,5,1,15.2,137.9,Spring,Yes,No
1943-05-01,1943,5,1,12.1,104.4,Spring,Yes,No
1942-05-01,1942,5,1,12.9,208.5,Spring,Yes,No
1941-05-01,1941,5,1,13.9,53.8,Spring,Yes,No
1940-05-01,1940,5,1,11.7,123.4,Spring,Yes,No
1939-05-01,1939,5,1,13.9,26.4,Spring,Yes,No
1938-05-01,1938,5,1,12.1,72.4,Spring,Yes,No
2018-06-30,"2,018",6,30,29,0,Summer,No,No
2018-06-29,"2,018",6,29,25,0,Summer,No,No
2018-06-28,"2,018",6,28,25,0,Summer,No,No
2018-06-27,"2,018",6,27,19,8,Summer,Yes,No
2018-06-26,"2,018",6,26,17,0,Summer,No,No
2018-06-25,"2,018",6,25,18,0,Summer,No,No
2018-06-24,"2,018",6,24,18,21,Summer,Yes,No
2018-06-23,"2,018",6,23,18,5,Summer,Yes,No
2018-06-22,"2,018",6,22,18,2,Summer,Yes,No
2018-06-21,"2,018",6,21,18,0,Summer,No,No
2018-06-20,"2,018",6,20,20,0,Summer,No,No
2018-06-19,"2,018",6,19,20,0,Summer,No,No
2018-06-18,"2,018",6,18,25,3,Summer,Yes,No
2018-06-17,"2,018",6,17,25,0,Summer,No,No
2018-06-16,"2,018",6,16,22,0,Summer,No,No
2018-06-15,"2,018",6,15,19,0,Summer,No,No
2018-06-14,"2,018",6,14,20,0,Summer,No,No
2018-06-13,"2,018",6,13,23,3,Summer,Yes,No
2018-06-12,"2,018",6,12,18,0,Summer,No,No
2018-06-11,"2,018",6,11,17,0,Summer,No,No
2018-06-10,"2,018",6,10,18,0,Summer,No,No
2018-06-09,"2,018",6,9,18,0,Summer,No,No
2018-06-08,"2,018",6,8,17,0,Summer,No,No
2018-06-07,"2,018",6,7,17,0,Summer,No,No
2018-06-06,"2,018",6,6,13,0,Summer,No,No
2018-06-05,"2,018",6,5,13,0,Summer,No,No
2018-06-04,"2,018",6,4,17,1,Summer,Yes,No
2018-06-03,"2,018",6,3,18,7,Summer,Yes,No
2018-06-02,"2,018",6,2,17,0,Summer,No,No
2018-06-01,"2,018",6,1,22,0,Summer,No,No
2017-06-30,"2,017",6,30,24,13,Summer,Yes,No
2017-06-29,"2,017",6,29,21,4,Summer,Yes,No
2017-06-28,"2,017",6,28,18,1,Summer,Yes,No
2017-06-27,"2,017",6,27,16,4,Summer,Yes,No
2017-06-26,"2,017",6,26,17,2,Summer,Yes,No
2017-06-25,"2,017",6,25,18,1,Summer,Yes,No
2017-06-24,"2,017",6,24,20,0,Summer,No,No
2017-06-23,"2,017",6,23,21,36,Summer,Yes,No
2017-06-22,"2,017",6,22,19,4,Summer,Yes,No
2017-06-21,"2,017",6,21,18,0,Summer,No,No
2017-06-20,"2,017",6,20,19,4,Summer,Yes,No
2017-06-19,"2,017",6,19,22,0,Summer,No,No
2017-06-18,"2,017",6,18,24,2,Summer,Yes,No
2017-06-17,"2,017",6,17,24,7,Summer,Yes,No
2017-06-16,"2,017",6,16,24,8,Summer,Yes,No
2017-06-15,"2,017",6,15,18,0,Summer,No,No
2017-06-14,"2,017",6,14,20,0,Summer,No,No
2017-06-13,"2,017",6,13,22,1,Summer,Yes,No
2017-06-12,"2,017",6,12,27,0,Summer,No,No
2017-06-11,"2,017",6,11,27,0,Summer,No,No
2017-06-10,"2,017",6,10,23,0,Summer,No,No
2017-06-09,"2,017",6,9,21,0,Summer,No,No
2017-06-08,"2,017",6,8,17,0,Summer,No,No
2017-06-07,"2,017",6,7,15,0,Summer,No,No
2017-06-06,"2,017",6,6,14,3,Summer,Yes,No
2017-06-05,"2,017",6,5,15,0,Summer,No,No
2017-06-04,"2,017",6,4,16,6,Summer,Yes,No
2017-06-03,"2,017",6,3,16,0,Summer,No,No
2017-06-02,"2,017",6,2,15,0,Summer,No,No
2017-06-01,"2,017",6,1,14,0,Summer,No,No
2016-06-30,"2,016",6,30,20,0,Summer,No,No
2016-06-29,"2,016",6,29,20,0,Summer,No,No
2016-06-28,"2,016",6,28,19,0,Summer,No,No
2016-06-27,"2,016",6,27,27,0,Summer,No,No
2016-06-26,"2,016",6,26,26,6,Summer,Yes,No
2016-06-25,"2,016",6,25,23,0,Summer,No,No
2016-06-24,"2,016",6,24,21,0,Summer,No,No
2016-06-23,"2,016",6,23,18,0,Summer,No,No
2016-06-22,"2,016",6,22,21,0,Summer,No,No
2016-06-21,"2,016",6,21,20,0,Summer,No,No
2016-06-20,"2,016",6,20,27,0,Summer,No,No
2016-06-19,"2,016",6,19,26,0,Summer,No,No
2016-06-18,"2,016",6,18,24,0,Summer,No,No
2016-06-17,"2,016",6,17,22,0,Summer,No,No
2016-06-16,"2,016",6,16,22,0,Summer,No,No
2016-06-15,"2,016",6,15,18,0,Summer,No,No
2016-06-14,"2,016",6,14,15,0,Summer,No,No
2016-06-13,"2,016",6,13,16,0,Summer,No,No
2016-06-12,"2,016",6,12,17,0,Summer,No,No
2016-06-11,"2,016",6,11,22,7,Summer,Yes,No
2016-06-10,"2,016",6,10,16,0,Summer,No,No
2016-06-09,"2,016",6,9,14,0,Summer,No,No
2016-06-08,"2,016",6,8,11,0,Summer,No,No
2016-06-07,"2,016",6,7,15,0,Summer,No,No
2016-06-06,"2,016",6,6,20,1,Summer,Yes,No
2016-06-05,"2,016",6,5,21,6,Summer,Yes,No
2016-06-04,"2,016",6,4,20,5,Summer,Yes,No
2016-06-03,"2,016",6,3,20,0,Summer,No,No
2016-06-02,"2,016",6,2,23,0,Summer,No,No
2016-06-01,"2,016",6,1,16,0,Summer,No,No
2015-06-30,"2,015",6,30,17,0,Summer,No,No
2015-06-29,"2,015",6,29,19,0,Summer,No,No
2015-06-28,"2,015",6,28,14,14,Summer,Yes,No
2015-06-27,"2,015",6,27,16,34,Summer,Yes,No
2015-06-26,"2,015",6,26,19,0,Summer,No,No
2015-06-25,"2,015",6,25,19,0,Summer,No,No
2015-06-24,"2,015",6,24,20,0,Summer,No,No
2015-06-23,"2,015",6,23,21,2,Summer,Yes,No
2015-06-22,"2,015",6,22,21,22,Summer,Yes,No
2015-06-21,"2,015",6,21,22,0,Summer,No,No
2015-06-20,"2,015",6,20,17,0,Summer,No,No
2015-06-19,"2,015",6,19,17,0,Summer,No,No
2015-06-18,"2,015",6,18,21,0,Summer,No,No
2015-06-17,"2,015",6,17,18,0,Summer,No,No
2015-06-16,"2,015",6,16,21,24,Summer,Yes,No
2015-06-15,"2,015",6,15,21,0,Summer,No,No
2015-06-14,"2,015",6,14,18,4,Summer,Yes,No
2015-06-13,"2,015",6,13,19,0,Summer,No,No
2015-06-12,"2,015",6,12,16,11,Summer,Yes,No
2015-06-11,"2,015",6,11,19,0,Summer,No,No
2015-06-10,"2,015",6,10,21,13,Summer,Yes,No
2015-06-09,"2,015",6,9,19,2,Summer,Yes,No
2015-06-08,"2,015",6,8,20,21,Summer,Yes,No
2015-06-07,"2,015",6,7,15,7,Summer,Yes,No
2015-06-06,"2,015",6,6,14,0,Summer,No,No
2015-06-05,"2,015",6,5,19,6,Summer,Yes,No
2015-06-04,"2,015",6,4,17,0,Summer,No,No
2015-06-03,"2,015",6,3,14,0,Summer,No,No
2015-06-02,"2,015",6,2,13,0,Summer,No,No
2015-06-01,"2,015",6,1,12,0,Summer,No,No
2014-06-30,"2,014",6,30,26,0,Summer,No,No
2014-06-29,"2,014",6,29,25,0,Summer,No,No
2014-06-28,"2,014",6,28,24,0,Summer,No,No
2014-06-27,"2,014",6,27,22,0,Summer,No,No
2014-06-26,"2,014",6,26,22,0,Summer,No,No
2014-06-25,"2,014",6,25,21,22,Summer,Yes,No
2014-06-24,"2,014",6,24,23,13,Summer,Yes,No
2014-06-23,"2,014",6,23,20,1,Summer,Yes,No
2014-06-22,"2,014",6,22,20,0,Summer,No,No
2014-06-21,"2,014",6,21,19,0,Summer,No,No
2014-06-20,"2,014",6,20,17,0,Summer,No,No
2014-06-19,"2,014",6,19,19,0,Summer,No,No
2014-06-18,"2,014",6,18,21,0,Summer,No,No
2014-06-17,"2,014",6,17,24,23,Summer,Yes,No
2014-06-16,"2,014",6,16,19,1,Summer,Yes,No
2014-06-15,"2,014",6,15,15,0,Summer,No,No
2014-06-14,"2,014",6,14,15,0,Summer,No,No
2014-06-13,"2,014",6,13,18,0,Summer,No,No
2014-06-12,"2,014",6,12,22,0,Summer,No,No
2014-06-11,"2,014",6,11,20,24,Summer,Yes,No
2014-06-10,"2,014",6,10,19,0,Summer,No,No
2014-06-09,"2,014",6,9,20,0,Summer,No,No
2014-06-08,"2,014",6,8,17,4,Summer,Yes,No
2014-06-07,"2,014",6,7,18,0,Summer,No,No
2014-06-06,"2,014",6,6,17,0,Summer,No,No
2014-06-05,"2,014",6,5,15,0,Summer,No,No
2014-06-04,"2,014",6,4,17,0,Summer,No,No
2014-06-03,"2,014",6,3,20,6,Summer,Yes,No
2014-06-02,"2,014",6,2,22,3,Summer,Yes,No
2014-06-01,"2,014",6,1,17,0,Summer,No,No
2013-06-30,"2,013",6,30,21,0,Summer,No,No
2013-06-29,"2,013",6,29,20,0,Summer,No,No
2013-06-28,"2,013",6,28,20,16,Summer,Yes,No
2013-06-27,"2,013",6,27,22,0,Summer,No,No
2013-06-26,"2,013",6,26,26,0,Summer,No,No
2013-06-25,"2,013",6,25,25,4,Summer,Yes,No
2013-06-24,"2,013",6,24,27,0,Summer,No,No
2013-06-23,"2,013",6,23,25,0,Summer,No,No
2013-06-22,"2,013",6,22,22,8,Summer,Yes,No
2013-06-21,"2,013",6,21,20,0,Summer,No,No
2013-06-20,"2,013",6,20,17,0,Summer,No,No
2013-06-19,"2,013",6,19,15,0,Summer,No,No
2013-06-18,"2,013",6,18,17,0,Summer,No,No
2013-06-17,"2,013",6,17,20,0,Summer,No,No
2013-06-16,"2,013",6,16,21,10,Summer,Yes,No
2013-06-15,"2,013",6,15,18,0,Summer,No,No
2013-06-14,"2,013",6,14,18,0,Summer,No,No
2013-06-13,"2,013",6,13,19,11,Summer,Yes,No
2013-06-01,2013,6,1,16.5,62.4,Summer,Yes,No
2012-06-01,2012,6,1,20.6,76.4,Summer,Yes,No
2011-06-01,2011,6,1,19.1,59,Summer,Yes,No
2010-06-01,2010,6,1,19.2,191.6,Summer,Yes,No
2009-06-01,2009,6,1,17.5,70.2,Summer,Yes,No
2008-06-01,2008,6,1,19.6,110.4,Summer,Yes,No
2007-06-01,2007,6,1,20.8,43.2,Summer,Yes,No
2006-06-01,2006,6,1,19.8,45.4,Summer,Yes,No
2005-06-01,2005,6,1,22.6,31.8,Summer,Yes,No
2004-06-01,2004,6,1,17.6,62.8,Summer,Yes,No
2003-06-01,2003,6,1,18.3,63.8,Summer,Yes,No
2002-06-01,2002,6,1,19.1,59.6,Summer,Yes,No
2001-06-01,2001,6,1,19.7,61.8,Summer,Yes,No
2000-06-01,2000,6,1,18.2,169.2,Summer,Yes,No
1999-06-01,1999,6,1,20.4,66.2,Summer,Yes,No
1998-06-01,1998,6,1,18.9,80.5,Summer,Yes,No
1997-06-01,1997,6,1,19.8,50.8,Summer,Yes,No
1996-06-01,1996,6,1,18.6,118,Summer,Yes,No
1995-06-01,1995,6,1,19.9,52.1,Summer,Yes,No
1994-06-01,1994,6,1,19.1,54.4,Summer,Yes,No
1993-06-01,1993,6,1,17.1,133.8,Summer,Yes,No
1992-06-01,1992,6,1,16.4,37.2,Summer,Yes,No
1991-06-01,1991,6,1,20,24.4,Summer,Yes,No
1990-06-01,1990,6,1,18.7,69.4,Summer,Yes,No
1989-06-01,1989,6,1,18.4,94.7,Summer,Yes,No
1988-06-01,1988,6,1,17.7,25,Summer,Yes,No
1987-06-01,1987,6,1,19.6,68.3,Summer,Yes,No
1986-06-01,1986,6,1,16.4,67.4,Summer,Yes,No
1985-06-01,1985,6,1,15.7,37.3,Summer,Yes,No
1984-06-01,1984,6,1,18.2,48.1,Summer,Yes,No
1983-06-01,1983,6,1,18.3,33,Summer,Yes,No
1982-06-01,1982,6,1,15.2,112.5,Summer,Yes,No
1981-06-01,1981,6,1,17.3,61.5,Summer,Yes,No
1980-06-01,1980,6,1,15.2,89.2,Summer,Yes,No
1979-06-01,1979,6,1,17.2,71.8,Summer,Yes,No
1978-06-01,1978,6,1,16.7,25.2,Summer,Yes,No
1977-06-01,1977,6,1,16.7,104,Summer,Yes,No
1976-06-01,1976,6,1,18.6,83.3,Summer,Yes,No
1975-06-01,1975,6,1,18.1,62.5,Summer,Yes,No
1974-06-01,1974,6,1,16.6,127.3,Summer,Yes,No
1973-06-01,1973,6,1,18.4,67.8,Summer,Yes,No
1972-06-01,1972,6,1,15.6,113,Summer,Yes,No
1971-06-01,1971,6,1,17.9,77,Summer,Yes,No
1970-06-01,1970,6,1,17.1,38.1,Summer,Yes,No
1969-06-01,1969,6,1,15.9,38.9,Summer,Yes,No
1968-06-01,1968,6,1,16.4,57.9,Summer,Yes,No
1967-06-01,1967,6,1,19.3,150.9,Summer,Yes,No
1966-06-01,1966,6,1,17.8,72.6,Summer,Yes,No
1965-06-01,1965,6,1,16.5,40.1,Summer,Yes,No
1964-06-01,1964,6,1,16.7,38.1,Summer,Yes,No
1963-06-01,1963,6,1,19.2,42.7,Summer,Yes,No
1962-06-01,1962,6,1,18.7,65.3,Summer,Yes,No
1961-06-01,1961,6,1,18,82.8,Summer,Yes,No
1960-06-01,1960,6,1,18.2,55.6,Summer,Yes,No
1959-06-01,1959,6,1,19.9,22.4,Summer,Yes,No
1958-06-01,1958,6,1,16.1,26.7,Summer,Yes,No
1957-06-01,1957,6,1,19.2,91.9,Summer,Yes,No
1956-06-01,1956,6,1,18.2,38.9,Summer,Yes,No
1955-06-01,1955,6,1,19,24.6,Summer,Yes,No
1954-06-01,1954,6,1,19.3,116.1,Summer,Yes,No
1953-06-01,1953,6,1,18.5,69.6,Summer,Yes,No
1952-06-01,1952,6,1,19.1,29,Summer,Yes,No
1951-06-01,1951,6,1,17.7,88.4,Summer,Yes,No
1950-06-01,1950,6,1,17.7,64,Summer,Yes,No
1949-06-01,1949,6,1,21.7,4.1,Summer,Yes,No
1948-06-01,1948,6,1,17.9,80.5,Summer,Yes,No
1947-06-01,1947,6,1,17.4,117.1,Summer,Yes,No
1946-06-01,1946,6,1,17.1,43.7,Summer,Yes,No
1945-06-01,1945,6,1,16.7,81.3,Summer,Yes,No
